"molecule","compound"
"ACT12_M_122439","sarolaner"
"ACT12_M_122459","tigolaner"
"ACT12_M_122464","macrocyclic lactone acaricides"
"ACT12_M_122465","tetranactin"
"ACT12_M_122478","avermectin acaricides"
"ACT12_M_122505","abamectin"
"ACT12_M_122508","doramectin"
"ACT12_M_122511","eprinomectin"
"ACT12_M_122512","ivermectin"
"ACT12_M_122513","selamectin"
"ACT12_M_122515","milbemycin acaricides"
"ACT12_M_122529","milbemectin"
"ACT12_M_122532","milbemycin oxime"
"ACT12_M_122534","moxidectin"
"ACT12_M_122535","mite growth regulators"
"ACT12_M_122536","clofentezine"
"ACT12_M_122537","cyromazine"
"ACT12_M_122546","diflovidazin"
"ACT12_M_122552","dofenapyn"
"ACT12_M_122553","fluazuron"
"ACT12_M_122600","flubenzimine"
"ACT12_M_122685","flucycloxuron"
"ACT12_M_122686","flufenoxuron"
"ACT12_M_122688","hexythiazox"
"ACT12_M_122689","organochlorine acaricides"
"ACT12_M_122766","bromocyclen"
"ACT12_M_122796","camphechlor"
"ACT12_M_122798","DDT"
"ACT12_M_122866","dienochlor"
"ACT12_M_122874","endosulfan"
"ACT12_M_122877","lindane"
"ACT12_M_122880","organophosphorus acaricides"
"ACT12_M_122884","organophosphate acaricides"
"ACT12_M_122885","chlorfenvinphos"
"ACT12_M_122906","crotoxyphos"
"ACT12_M_122909","dichlorvos"
"ACT12_M_122910","heptenophos"
"ACT12_M_122961","mevinphos"
"ACT12_M_122963","monocrotophos"
"ACT12_M_122964","naled"
"ACT12_M_122990","TEPP"
"ACT12_M_123178","tetrachlorvinphos"
"ACT12_M_123180","organothiophosphate acaricides"
"ACT12_M_123182","amidithion"
"ACT12_M_123183","amiton"
"ACT12_M_123185","azinphos-ethyl"
"ACT12_M_123188","azinphos-methyl"
"ACT12_M_123189","azothoate"
"ACT12_M_123212","benoxafos"
"ACT12_M_123234","bromophos"
"ACT12_M_123239","bromophos-ethyl"
"ACT12_M_123244","carbophenothion"
"ACT12_M_123249","chlorpyrifos"
"ACT12_M_123250","chlorthiophos"
"ACT12_M_123251","coumaphos"
"ACT12_M_123252","cyanthoate"
"ACT12_M_123253","demeton"
"ACT12_M_123254","demeton-O"
"ACT12_M_123256","demeton-S"
"ACT12_M_123258","demeton-methyl"
"ACT12_M_123261","demeton-O-methyl"
"ACT12_M_123269","demeton-S-methyl"
"ACT12_M_123271","demeton-S-methylsulphon"
"ACT12_M_123280","dialifos"
"ACT12_M_123281","diazinon"
"ACT12_M_123297","dimethoate"
"ACT12_M_123304","dioxathion"
"ACT12_M_123305","disulfoton"
"ACT12_M_123308","endothion"
"ACT12_M_123309","ethion"
"ACT12_M_123319","ethoate-methyl"
"ACT12_M_123323","formothion"
"ACT12_M_123325","malathion"
"ACT12_M_123326","mecarbam"
"ACT12_M_123328","methacrifos"
"ACT12_M_123329","omethoate"
"ACT12_M_123330","oxydeprofos"
"ACT12_M_123332","oxydisulfoton"
"ACT12_M_123333","parathion"
"ACT12_M_123334","phenkapton"
"ACT12_M_123335","phorate"
"ACT12_M_123345","phosalone"
"ACT12_M_123346","phosmet"
"ACT12_M_123397","phostin"
"ACT12_M_123398","phoxim"
"ACT12_M_123399","pirimiphos-methyl"
"ACT12_M_123400","prothidathion"
"ACT12_M_123402","prothoate"
"ACT12_M_123403","pyrimitate"
"ACT12_M_123404","quinalphos"
"ACT12_M_123407","quintiofos"
"ACT12_M_123410","sophamide"
"ACT12_M_123412","sulfotep"
"ACT12_M_123430","thiometon"
"ACT12_M_123432","triazophos"
"ACT12_M_123433","trifenofos"
"ACT12_M_123435","vamidothion"
"ACT12_M_123447","phosphonate acaricides"
"ACT12_M_123458","trichlorfon"
"ACT12_M_123465","phosphoramidothioate acaricides"
"ACT12_M_123504","isocarbophos"
"ACT12_M_123574","methamidophos"
"ACT12_M_123585","propetamphos"
"ACT12_M_123586","phosphorodiamide acaricides"
"ACT12_M_123589","dimefox"
"ACT12_M_123600","mipafox"
"ACT12_M_123634","schradan"
"ACT12_M_123666","organotin acaricides"
"ACT12_M_123668","azocyclotin"
"ACT12_M_123673","cyhexatin"
"ACT12_M_123678","fenbutatin oxide"
"ACT12_M_123679","phostin"
"ACT12_M_123717","phenylsulfamide acaricides"
"ACT12_M_123718","dichlofluanid"
"ACT12_M_123737","phthalimide acaricides"
"ACT12_M_123743","dialifos"
"ACT12_M_123744","phosmet"
"ACT12_M_123746","pyrazole acaricides"
"ACT12_M_123777","cyenopyrafen"
"ACT12_M_123800","cyetpyrafen"
"ACT12_M_123842","fenpyroximate"
"ACT12_M_123854","phenylpyrazole acaricides"
"ACT12_M_123884","acetoprole"
"ACT12_M_123886","fipronil"
"ACT12_M_123890","vaniliprole"
"ACT12_M_123897","pyrazolecarboxamide acaricides"
"ACT12_M_123904","pyflubumide"
"ACT12_M_123907","tebufenpyrad"
"ACT12_M_123908","pyrethroid acaricides"
"ACT12_M_123909","pyrethroid ester acaricides"
"ACT12_M_123914","acrinathrin"
"ACT12_M_123918","bifenthrin"
"ACT12_M_123934","brofluthrinate"
"ACT12_M_123935","cyhalothrin"
"ACT12_M_123938","cypermethrin"
"ACT12_M_123941","alpha-cypermethrin"
"ACT12_M_123943","fenpropathrin"
"ACT12_M_123944","fenvalerate"
"ACT12_M_123975","flucythrinate"
"ACT12_M_123981","flumethrin"
"ACT12_M_123982","fluvalinate"
"ACT12_M_123983","tau-fluvalinate"
"ACT12_M_123986","permethrin"
"ACT12_M_123987","pyrethroid ether acaricides"
"ACT12_M_123996","halfenprox"
"ACT12_M_123997","pyrimidinamine acaricides"
"ACT12_M_123999","pyrimidifen"
"ACT12_M_124000","pyrrole acaricides"
"ACT12_M_124001","chlorfenapyr"
"ACT12_M_124002","quaternary ammonium acaricides"
"ACT12_M_124004","sanguinarine"
"ACT12_M_124005","quinoxaline acaricides"
"ACT12_M_124007","chinomethionat"
"ACT12_M_124008","thioquinox"
"ACT12_M_124009","strobilurin acaricides"
"ACT12_M_124010","methoxyacrylate strobilurin acaricides"
"ACT12_M_124028","bifujunzhi"
"ACT12_M_124029","fluacrypyrim"
"ACT12_M_124037","flufenoxystrobin"
"ACT12_M_124038","pyriminostrobin"
"ACT12_M_124040","sulfite ester acaricides"
"ACT12_M_124042","aramite"
"ACT12_M_124047","propargite"
"ACT12_M_124050","tetronic acid acaricides"
"ACT12_M_124052","spirodiclofen"
"ACT12_M_124053","spiromesifen"
"ACT12_M_124058","tetrazine acaricides"
"ACT12_M_124060","clofentezine"
"ACT12_M_124063","diflovidazin"
"ACT12_M_124068","thiazolidine acaricides"
"ACT12_M_124071","flubenzimine"
"ACT12_M_124073","hexythiazox"
"ACT12_M_124074","thiocarbamate acaricides"
"ACT12_M_124076","fenothiocarb"
"ACT12_M_124077","thiourea acaricides"
"ACT12_M_124079","chloromethiuron"
"ACT12_M_124119","diafenthiuron"
"ACT12_M_124129","unclassified acaricides"
"ACT12_M_124142","acequinocyl"
"ACT12_M_124143","acynonapyr"
"ACT12_M_124152","amidoflumet"
"ACT12_M_124159","arsenous oxide"
"ACT12_M_124234","clenpirin"
"ACT12_M_124254","closantel"
"ACT12_M_124306","crotamiton"
"ACT12_M_124347","cycloprate"
"ACT12_M_124348","cymiazole"
"ACT12_M_124358","disulfiram"
"ACT12_M_124359","etoxazole"
"ACT12_M_124414","fenazaflor"
"ACT12_M_124427","fenazaquin"
"ACT12_M_124428","fluenetil"
"ACT12_M_124444","flupentiofenox"
"ACT12_M_124446","mesulfen"
"ACT12_M_124447","MNAF"
"ACT12_M_124448","nifluridide"
"ACT12_M_124463","nikkomycins"
"ACT12_M_124465","pyridaben"
"ACT12_M_124487","sulfiram"
"ACT12_M_124488","sulfluramid"
"ACT12_M_124491","sulfur"
"ACT12_M_124494","thuringiensin"
"ACT12_M_124495","triarathene"
"ACT12_M_124518","azobenzene"
"ACT12_M_124525","benzoximate"
"ACT12_M_124526","benzyl benzoate"
"ACT12_M_124563","bromopropylate"
"ACT12_M_124580","chlorbenside"
"ACT12_M_124581","chlorfenethol"
"ACT12_M_124588","chlorfenson"
"ACT12_M_124598","chlorfensulphide"
"ACT12_M_124607","chlorobenzilate"
"ACT12_M_124609","chloropropylate"
"ACT12_M_124626","cyflumetofen"
"ACT12_M_124627","DDT"
"ACT12_M_124629","dicofol"
"ACT12_M_124631","diphenyl sulfone"
"ACT12_M_124638","dofenapyn"
"ACT12_M_124640","fenson"
"ACT12_M_124645","fentrifanil"
"ACT12_M_124647","fluorbenside"
"ACT12_M_124648","genit"
"ACT12_M_124763","hexachlorophene"
"ACT12_M_124815","phenproxide"
"ACT12_M_124816","proclonol"
"ACT12_M_124818","tetradifon"
"ACT12_M_124821","tetrasul"
"ACT12_M_124822","oxime carbamate acaricides"
"ACT12_M_124829","aldicarb"
"ACT12_M_124834","butocarboxim"
"ACT12_M_124838","oxamyl"
"ACT12_M_124839","thiocarboxime"
"ACT12_M_124840","thiofanox"
"ACT12_M_124861","carbazate acaricides"
"ACT12_M_124862","bifenazate"
"ACT12_M_124864","dinitrophenol acaricides"
"ACT12_M_124865","binapacryl"
"ACT12_M_124866","dinex"
"ACT12_M_124867","dinobuton"
"ACT12_M_124926","dinocap"
"ACT12_M_124934","dinocap-4"
"ACT12_M_124935","dinocap-6"
"ACT12_M_124937","dinocton"
"ACT12_M_124971","dinopenton"
"ACT12_M_125103","dinosulfon"
"ACT12_M_125105","dinoterbon"
"ACT12_M_125107","DNOC"
"ACT12_M_125110","formamidine acaricides"
"ACT12_M_125111","amitraz"
"ACT12_M_125123","chlordimeform"
"ACT12_M_125126","chloromebuform"
"ACT12_M_125128","formetanate"
"ACT12_M_125131","formparanate"
"ACT12_M_125133","medimeform"
"ACT12_M_125134","semiamitraz"
"ACT12_M_125139","isoxazoline acaricides"
"ACT12_M_125140","afoxolaner"
"ACT12_M_125149","esafoxolaner"
"ACT12_M_125150","fluralaner"
"ACT12_M_125151","lotilaner"
"ACT12_M_125153","sarolaner"
"ACT12_M_125154","tigolaner"
"ACT12_M_125165","macrocyclic lactone acaricides"
"ACT12_M_125166","tetranactin"
"ACT12_M_125167","avermectin acaricides"
"ACT12_M_125168","abamectin"
"ACT12_M_125169","doramectin"
"ACT12_M_125171","eprinomectin"
"ACT12_M_125172","ivermectin"
"ACT12_M_125175","selamectin"
"ACT12_M_125178","milbemycin acaricides"
"ACT12_M_125179","milbemectin"
"ACT12_M_125181","milbemycin oxime"
"ACT12_M_125185","moxidectin"
"ACT12_M_125186","mite growth regulators"
"ACT12_M_125200","clofentezine"
"ACT12_M_125218","cyromazine"
"ACT12_M_125227","diflovidazin"
"ACT12_M_125239","dofenapyn"
"ACT12_M_125241","fluazuron"
"ACT12_M_125253","flubenzimine"
"ACT12_M_125273","flucycloxuron"
"ACT12_M_125274","flufenoxuron"
"ACT12_M_125275","hexythiazox"
"ACT12_M_125276","organochlorine acaricides"
"ACT12_M_125277","bromocyclen"
"ACT12_M_125305","camphechlor"
"ACT12_M_125315","DDT"
"ACT12_M_125316","dienochlor"
"ACT12_M_125317","endosulfan"
"ACT12_M_125327","lindane"
"ACT12_M_125328","organophosphorus acaricides"
"ACT12_M_125332","organophosphate acaricides"
"ACT12_M_125339","chlorfenvinphos"
"ACT12_M_125353","crotoxyphos"
"ACT12_M_125356","dichlorvos"
"ACT12_M_125368","heptenophos"
"ACT12_M_125389","mevinphos"
"ACT12_M_125404","monocrotophos"
"ACT12_M_125410","naled"
"ACT12_M_125411","TEPP"
"ACT12_M_125412","tetrachlorvinphos"
"ACT12_M_125414","organothiophosphate acaricides"
"ACT12_M_125416","amidithion"
"ACT12_M_125418","amiton"
"ACT12_M_125445","azinphos-ethyl"
"ACT12_M_125448","azinphos-methyl"
"ACT12_M_125449","azothoate"
"ACT12_M_125450","benoxafos"
"ACT12_M_125465","bromophos"
"ACT12_M_125475","bromophos-ethyl"
"ACT12_M_125504","carbophenothion"
"ACT12_M_125505","chlorpyrifos"
"ACT12_M_125624","chlorthiophos"
"ACT12_M_125648","coumaphos"
"ACT12_M_125652","cyanthoate"
"ACT12_M_125659","demeton"
"ACT12_M_125660","demeton-O"
"ACT12_M_125669","demeton-S"
"ACT12_M_125670","demeton-methyl"
"ACT12_M_125673","demeton-O-methyl"
"ACT12_M_125737","demeton-S-methyl"
"ACT12_M_125738","demeton-S-methylsulphon"
"ACT12_M_125745","dialifos"
"ACT12_M_125756","diazinon"
"ACT12_M_125757","dimethoate"
"ACT12_M_125758","dioxathion"
"ACT12_M_125887","disulfoton"
"ACT12_M_125912","endothion"
"ACT12_M_125913","ethion"
"ACT12_M_125929","ethoate-methyl"
"ACT12_M_125979","formothion"
"ACT12_M_125980","malathion"
"ACT12_M_125981","mecarbam"
"ACT12_M_126007","methacrifos"
"ACT12_M_126025","omethoate"
"ACT12_M_126026","oxydeprofos"
"ACT12_M_126027","oxydisulfoton"
"ACT12_M_126028","parathion"
"ACT12_M_126029","phenkapton"
"ACT12_M_126030","phorate"
"ACT12_M_126032","phosalone"
"ACT12_M_126033","phosmet"
"ACT12_M_126036","phostin"
"ACT12_M_126040","phoxim"
"ACT12_M_126050","pirimiphos-methyl"
"ACT12_M_126051","prothidathion"
"ACT12_M_126053","prothoate"
"ACT12_M_126055","pyrimitate"
"ACT12_M_126056","quinalphos"
"ACT12_M_126058","quintiofos"
"ACT12_M_126059","sophamide"
"ACT12_M_126065","sulfotep"
"ACT12_M_126077","thiometon"
"ACT12_M_126087","triazophos"
"ACT12_M_126088","trifenofos"
"ACT12_M_126090","vamidothion"
"ACT12_M_126097","phosphonate acaricides"
"ACT12_M_126098","trichlorfon"
"ACT12_M_126101","phosphoramidothioate acaricides"
"ACT12_M_126106","isocarbophos"
"ACT12_M_126113","methamidophos"
"ACT12_M_126115","propetamphos"
"ACT12_M_126118","phosphorodiamide acaricides"
"ACT12_M_126127","dimefox"
"ACT12_M_126134","mipafox"
"ACT12_M_126136","schradan"
"ACT12_M_126144","organotin acaricides"
"ACT12_M_126146","azocyclotin"
"ACT12_M_126179","cyhexatin"
"ACT12_M_126181","fenbutatin oxide"
"ACT12_M_126204","phostin"
"ACT12_M_126233","phenylsulfamide acaricides"
"ACT12_M_126254","dichlofluanid"
"ACT12_M_126264","phthalimide acaricides"
"ACT12_M_126268","dialifos"
"ACT12_M_126277","phosmet"
"ACT12_M_126280","pyrazole acaricides"
"ACT12_M_126281","cyenopyrafen"
"ACT12_M_126290","cyetpyrafen"
"ACT12_M_126292","fenpyroximate"
"ACT12_M_126293","phenylpyrazole acaricides"
"ACT12_M_126295","acetoprole"
"ACT12_M_126296","fipronil"
"ACT12_M_126304","vaniliprole"
"ACT12_M_126306","pyrazolecarboxamide acaricides"
"ACT12_M_126307","pyflubumide"
"ACT12_M_126312","tebufenpyrad"
"ACT12_M_126351","pyrethroid acaricides"
"ACT12_M_126381","pyrethroid ester acaricides"
"ACT12_M_126382","acrinathrin"
"ACT12_M_126396","bifenthrin"
"ACT12_M_126399","brofluthrinate"
"ACT12_M_126420","cyhalothrin"
"ACT12_M_126421","cypermethrin"
"ACT12_M_126441","alpha-cypermethrin"
"ACT12_M_126448","fenpropathrin"
"ACT12_M_126462","fenvalerate"
"ACT12_M_126479","flucythrinate"
"ACT12_M_126480","flumethrin"
"ACT12_M_126491","fluvalinate"
"ACT12_M_126521","tau-fluvalinate"
"ACT12_M_126522","permethrin"
"ACT12_M_126523","pyrethroid ether acaricides"
"ACT12_M_126524","halfenprox"
"ACT12_M_126525","pyrimidinamine acaricides"
"ACT12_M_126526","pyrimidifen"
"ACT12_M_126527","pyrrole acaricides"
"ACT12_M_126528","chlorfenapyr"
"ACT12_M_126529","quaternary ammonium acaricides"
"ACT12_M_126530","sanguinarine"
"ACT12_M_126532","quinoxaline acaricides"
"ACT12_M_126533","chinomethionat"
"ACT12_M_126534","thioquinox"
"ACT12_M_126548","strobilurin acaricides"
"ACT12_M_126556","methoxyacrylate strobilurin acaricides"
"ACT12_M_126557","bifujunzhi"
"ACT12_M_126569","fluacrypyrim"
"ACT12_M_126608","flufenoxystrobin"
"ACT12_M_126610","pyriminostrobin"
"ACT12_M_126614","sulfite ester acaricides"
"ACT12_M_126616","aramite"
"ACT12_M_126707","propargite"
"ACT12_M_126723","tetronic acid acaricides"
"ACT12_M_126742","spirodiclofen"
"ACT12_M_126746","spiromesifen"
"ACT12_M_126747","tetrazine acaricides"
"ACT12_M_126748","clofentezine"
"ACT12_M_126749","diflovidazin"
"ACT12_M_126750","thiazolidine acaricides"
"ACT12_M_126751","flubenzimine"
"ACT12_M_126753","hexythiazox"
"ACT12_M_126756","thiocarbamate acaricides"
"ACT12_M_126757","fenothiocarb"
"ACT12_M_126760","thiourea acaricides"
"ACT12_M_126762","chloromethiuron"
"ACT12_M_126763","diafenthiuron"
"ACT12_M_126772","unclassified acaricides"
"ACT12_M_126773","acequinocyl"
"ACT12_M_126804","acynonapyr"
"ACT12_M_126806","amidoflumet"
"ACT12_M_126825","arsenous oxide"
"ACT12_M_126827","clenpirin"
"ACT12_M_126828","closantel"
"ACT12_M_126829","crotamiton"
"ACT12_M_126831","cycloprate"
"ACT12_M_126841","cymiazole"
"ACT12_M_126843","disulfiram"
"ACT12_M_126844","etoxazole"
"ACT12_M_126864","fenazaflor"
"ACT12_M_126867","fenazaquin"
"ACT12_M_126869","fluenetil"
"ACT12_M_126871","flupentiofenox"
"ACT12_M_126877","mesulfen"
"ACT12_M_126880","MNAF"
"ACT12_M_126887","nifluridide"
"ACT12_M_126924","nikkomycins"
"ACT12_M_126925","pyridaben"
"ACT12_M_126926","sulfiram"
"ACT12_M_126952","sulfluramid"
"ACT12_M_126953","sulfur"
"ACT12_M_126966","thuringiensin"
"ACT12_M_126980","triarathene"
"ACT12_M_127094","azobenzene"
"ACT12_M_127107","benzoximate"
"ACT12_M_127110","benzyl benzoate"
"ACT12_M_127114","bromopropylate"
"ACT12_M_127115","chlorbenside"
"ACT12_M_127117","chlorfenethol"
"ACT12_M_127121","chlorfenson"
"ACT12_M_127146","chlorfensulphide"
"ACT12_M_127148","chlorobenzilate"
"ACT12_M_127149","chloropropylate"
"ACT12_M_127157","cyflumetofen"
"ACT12_M_127162","DDT"
"ACT12_M_127200","dicofol"
"ACT12_M_127201","diphenyl sulfone"
"ACT12_M_127212","dofenapyn"
"ACT12_M_127214","fenson"
"ACT12_M_127217","fentrifanil"
"ACT12_M_127236","fluorbenside"
"ACT12_M_127272","genit"
"ACT12_M_127277","hexachlorophene"
"ACT12_M_127279","phenproxide"
"ACT12_M_127280","proclonol"
"ACT12_M_127281","tetradifon"
"ACT12_M_127286","tetrasul"
"ACT12_M_127293","oxime carbamate acaricides"
"ACT12_M_127294","aldicarb"
"ACT12_M_127308","butocarboxim"
"ACT12_M_127317","oxamyl"
"ACT12_M_127320","thiocarboxime"
"ACT12_M_127396","thiofanox"
"ACT12_M_127404","carbazate acaricides"
"ACT12_M_127405","bifenazate"
"ACT12_M_127407","dinitrophenol acaricides"
"ACT12_M_127408","binapacryl"
"ACT12_M_127409","dinex"
"ACT12_M_127441","dinobuton"
"ACT12_M_127457","dinocap"
"ACT12_M_127467","dinocap-4"
"ACT12_M_127473","dinocap-6"
"ACT12_M_127477","dinocton"
"ACT12_M_127478","dinopenton"
"ACT12_M_127480","dinosulfon"
"ACT12_M_127481","dinoterbon"
"ACT12_M_127497","DNOC"
"ACT12_M_127501","formamidine acaricides"
"ACT12_M_127502","amitraz"
"ACT12_M_127503","chlordimeform"
"ACT12_M_127511","chloromebuform"
"ACT12_M_127516","formetanate"
"ACT12_M_127561","formparanate"
"ACT12_M_127562","medimeform"
"ACT12_M_127565","semiamitraz"
"ACT12_M_127566","isoxazoline acaricides"
"ACT12_M_127578","afoxolaner"
"ACT12_M_127580","esafoxolaner"
"ACT12_M_127583","fluralaner"
"ACT12_M_127584","lotilaner"
"ACT12_M_127588","sarolaner"
"ACT12_M_127667","tigolaner"
"ACT12_M_127671","macrocyclic lactone acaricides"
"ACT12_M_127672","tetranactin"
"ACT12_M_127674","avermectin acaricides"
"ACT12_M_127680","abamectin"
"ACT12_M_127686","doramectin"
"ACT12_M_127703","eprinomectin"
"ACT12_M_127706","ivermectin"
"ACT12_M_127714","selamectin"
"ACT12_M_127716","milbemycin acaricides"
"ACT12_M_127718","milbemectin"
"ACT12_M_127728","milbemycin oxime"
"ACT12_M_127729","moxidectin"
"ACT12_M_127730","mite growth regulators"
"ACT12_M_127731","clofentezine"
"ACT12_M_127732","cyromazine"
"ACT12_M_127754","diflovidazin"
"ACT12_M_127774","dofenapyn"
"ACT12_M_127788","fluazuron"
"ACT12_M_127790","flubenzimine"
"ACT12_M_127791","flucycloxuron"
"ACT12_M_127792","flufenoxuron"
"ACT12_M_127794","hexythiazox"
"ACT12_M_127812","organochlorine acaricides"
"ACT12_M_127815","bromocyclen"
"ACT12_M_127837","camphechlor"
"ACT12_M_127852","DDT"
"ACT12_M_127900","dienochlor"
"ACT12_M_127901","endosulfan"
"ACT12_M_127904","lindane"
"ACT12_M_127942","organophosphorus acaricides"
"ACT12_M_127944","organophosphate acaricides"
"ACT12_M_127950","chlorfenvinphos"
"ACT12_M_127952","crotoxyphos"
"ACT12_M_127954","dichlorvos"
"ACT12_M_127966","heptenophos"
"ACT12_M_127967","mevinphos"
"ACT12_M_127970","monocrotophos"
"ACT12_M_127971","naled"
"ACT12_M_127980","TEPP"
"ACT12_M_127988","tetrachlorvinphos"
"ACT12_M_127989","organothiophosphate acaricides"
"ACT12_M_127991","amidithion"
"ACT12_M_128002","amiton"
"ACT12_M_128003","azinphos-ethyl"
"ACT12_M_128006","azinphos-methyl"
"ACT12_M_128044","azothoate"
"ACT12_M_128053","benoxafos"
"ACT12_M_128100","bromophos"
"ACT12_M_128106","bromophos-ethyl"
"ACT12_M_128159","carbophenothion"
"ACT12_M_128185","chlorpyrifos"
"ACT12_M_128186","chlorthiophos"
"ACT12_M_128201","coumaphos"
"ACT12_M_128202","cyanthoate"
"ACT12_M_128203","demeton"
"ACT12_M_128209","demeton-O"
"ACT12_M_128223","demeton-S"
"ACT12_M_128225","demeton-methyl"
"ACT12_M_128228","demeton-O-methyl"
"ACT12_M_128232","demeton-S-methyl"
"ACT12_M_128234","demeton-S-methylsulphon"
"ACT12_M_128236","dialifos"
"ACT12_M_128237","diazinon"
"ACT12_M_128238","dimethoate"
"ACT12_M_128239","dioxathion"
"ACT12_M_128242","disulfoton"
"ACT12_M_128253","endothion"
"ACT12_M_128254","ethion"
"ACT12_M_128255","ethoate-methyl"
"ACT12_M_128264","formothion"
"ACT12_M_128266","malathion"
"ACT12_M_128267","mecarbam"
"ACT12_M_128271","methacrifos"
"ACT12_M_128272","omethoate"
"ACT12_M_128273","oxydeprofos"
"ACT12_M_128275","oxydisulfoton"
"ACT12_M_128276","parathion"
"ACT12_M_128282","phenkapton"
"ACT12_M_128284","phorate"
"ACT12_M_128285","phosalone"
"ACT12_M_128287","phosmet"
"ACT12_M_128291","phostin"
"ACT12_M_128292","phoxim"
"ACT12_M_128294","pirimiphos-methyl"
"ACT12_M_128296","prothidathion"
"ACT12_M_128301","prothoate"
"ACT12_M_128302","pyrimitate"
"ACT12_M_128314","quinalphos"
"ACT12_M_128316","quintiofos"
"ACT12_M_128328","sophamide"
"ACT12_M_128331","sulfotep"
"ACT12_M_128343","thiometon"
"ACT12_M_128346","triazophos"
"ACT12_M_128347","trifenofos"
"ACT12_M_128348","vamidothion"
"ACT12_M_128349","phosphonate acaricides"
"ACT12_M_128350","trichlorfon"
"ACT12_M_128361","phosphoramidothioate acaricides"
"ACT12_M_128394","isocarbophos"
"ACT12_M_128401","methamidophos"
"ACT12_M_128402","propetamphos"
"ACT12_M_128411","phosphorodiamide acaricides"
"ACT12_M_128415","dimefox"
"ACT12_M_128428","mipafox"
"ACT12_M_128429","schradan"
"ACT12_M_128432","organotin acaricides"
"ACT12_M_128440","azocyclotin"
"ACT12_M_128450","cyhexatin"
"ACT12_M_128469","fenbutatin oxide"
"ACT12_M_128485","phostin"
"ACT12_M_128486","phenylsulfamide acaricides"
"ACT12_M_128487","dichlofluanid"
"ACT12_M_128494","phthalimide acaricides"
"ACT12_M_128500","dialifos"
"ACT12_M_128503","phosmet"
"ACT12_M_128504","pyrazole acaricides"
"ACT12_M_128507","cyenopyrafen"
"ACT12_M_128508","cyetpyrafen"
"ACT12_M_128510","fenpyroximate"
"ACT12_M_128596","phenylpyrazole acaricides"
"ACT12_M_128609","acetoprole"
"ACT12_M_128670","fipronil"
"ACT12_M_128684","vaniliprole"
"ACT12_M_128686","pyrazolecarboxamide acaricides"
"ACT12_M_128687","pyflubumide"
"ACT12_M_128696","tebufenpyrad"
"ACT12_M_128699","pyrethroid acaricides"
"ACT12_M_128701","pyrethroid ester acaricides"
"ACT12_M_128711","acrinathrin"
"ACT12_M_128714","bifenthrin"
"ACT12_M_128716","brofluthrinate"
"ACT12_M_128721","cyhalothrin"
"ACT12_M_128734","cypermethrin"
"ACT12_M_128735","alpha-cypermethrin"
